amparo_legal,categoria,codigo_modalidade,codigo_tipo,contratante,data_assinatura,data_proposta_comercial,data_publicacao,fornecedor,id,informacao_complementar,justificativa_inativo,licitacao_numero,links,modalidade,num_parcelas,numero,objeto,processo,prorrogavel,receita_despesa,sistema_origem_licitacao,situacao,subcategoria,subtipo,tipo,unidade_compra,unidades_requisitantes,valor_acumulado,valor_global,valor_inicial,valor_parcela,vigencia_fim,vigencia_inicio
LEI 8.666 / 1993 - Artigo: 25,Serviços de Saúde,07,51,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2020-08-05,2020-06-29,2020-08-11,"{'cnpj_cpf_idgener': '33.205.964/0001-25', 'nome': 'CLINICA DE MEDICINA NUCLEAR VILLELA PEDRAS LTDA', 'tipo': 'JURIDICA'}",182912,,,00002/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/182912/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/182912/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/182912/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/182912/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/182912/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/182912/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/182912/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/182912/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/182912/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/182912/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/182912/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/182912/terceirizados'}",Inexigibilidade,12,00059/2020,"Constitui o objetivo do presente, a contratação de organizações Civis de Saúde Extra Marinha (OCE), especializadas na realização de exame complementar com equipamento de PET-CT, na especialidade de Medicina Nuclear, aos usuários do Sistema de Saúde da Marinha (SSM), na cidade do Rio de Janeiro e Grande Rio.",63148.000889/2020-22,Sim,Despesa,,Ativo,,,Credenciamento,765720,,"1.474.080,00","368.520,00","368.520,00","30.710,00",2024-08-05,2020-08-05
LEI 8.666 / 1993 - Artigo: 25,Serviços de Saúde,07,51,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2020-12-01,2020-10-02,2020-12-07,"{'cnpj_cpf_idgener': '32.104.734/0001-07', 'nome': 'DDMA INTERNACAO DOMICILIAR LTDA', 'tipo': 'JURIDICA'}",182918,,,00008/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/182918/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/182918/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/182918/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/182918/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/182918/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/182918/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/182918/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/182918/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/182918/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/182918/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/182918/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/182918/terceirizados'}",Inexigibilidade,12,00096/2020,"Constitui o objetivo do presente, a contratação de empresas de empresas, em caráter complementar, especializadas na prestação de atendimento domiciliar multiprofissional, por meio de equipe técnica a pacientes com limitação funcional e suas doenças de base controladas e estabilizadas",63148.004991/2020-05,Sim,Despesa,,Ativo,,,Credenciamento,765720,,"20.815.836,00","5.920.835,95","4.965.000,00","493.403,00",2024-12-01,2020-12-01
LEI 10.520 / 2002 - Artigo: 1,Serviços,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2023-02-01,,2023-02-23,"{'cnpj_cpf_idgener': '36.461.952/0001-50', 'nome': 'DUC GAS GASES MEDICINAIS E INDUSTRIAIS LTDA', 'tipo': 'JURIDICA'}",182922,,,00077/2022,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/182922/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/182922/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/182922/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/182922/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/182922/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/182922/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/182922/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/182922/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/182922/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/182922/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/182922/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/182922/terceirizados'}",Pregão,12,00003/2023,"CONTRATAÇÃO DE FORNECIMENTO CONTINUADO E ININTERRUPTO DOS DIVERSOS GASES MEDICINAIS, UTILIZADOS EM DIVERSOS PONTOS DE CONSUMO, COM CONCESSÃO GRATUITA DOS CILINDROS EM REGIME DE COMODATO PARA A DIVISÃO DE ENGENHARIA CLÍNICA DO HOSPITAL NAVAL MARCÍLIO DIAS, CONFORME ESPECIFICAÇÕES E QUANTITATIVO ESTABELECIDO NO TERMO DE REFERÊNCIA",63148.021511/2022-24,Sim,Despesa,,Ativo,,,Contrato,765720,,"696.442,80","366.642,00","565.372,80","30.553,50",2024-02-01,2023-02-01
LEI 8.666 / 1993 - Artigo: 25,Serviços de Saúde,07,51,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-01-12,2020-05-05,2021-01-15,"{'cnpj_cpf_idgener': '24.417.450/0001-42', 'nome': 'HOME HEALTH SERVICE ASSISTENCIA DOMICILIAR LTDA', 'tipo': 'JURIDICA'}",182923,,,00008/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/182923/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/182923/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/182923/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/182923/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/182923/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/182923/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/182923/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/182923/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/182923/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/182923/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/182923/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/182923/terceirizados'}",Inexigibilidade,12,00098/2020,"CONSTITUI O OBJETIVO DO PRESENTE, A CONTRATAÇÃO DE EMPRESAS DE EMPRESAS, EM CARÁTER COMPLEMENTAR, ESPECIALIZADAS NA PRESTAÇÃO DE ATENDIMENTO DOMICILIAR MULTIPROFISSIONAL, POR MEIO DE EQUIPE TÉCNICA A PACIENTES COM LIMITAÇÃO FUNCIONAL E SUAS DOENÇAS DE BASE CONTROLADAS E ESTABILIZADAS.",63148.004991/2020-05,Sim,Despesa,,Ativo,,,Credenciamento,765720,,"20.815.836,00","5.920.835,95","4.965.000,00","493.403,00",2025-01-12,2021-01-12
LEI 8.666 / 1993 - Artigo: 25,Serviços de Saúde,07,51,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2022-07-27,2022-03-30,2022-07-28,"{'cnpj_cpf_idgener': '02.680.074/0001-41', 'nome': 'AT HOME CLINICA MEDICA E SERVICOS INTEGRADOS EM SAUDE LTDA', 'tipo': 'JURIDICA'}",182927,,,00008/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/182927/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/182927/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/182927/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/182927/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/182927/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/182927/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/182927/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/182927/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/182927/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/182927/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/182927/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/182927/terceirizados'}",Inexigibilidade,12,00034/2022,"CONSTITUI O OBJETIVO DO PRESENTE, A CONTRATAÇÃO DE EMPRESAS, EM CARÁTER COMPLEMENTAR, ESPECIALIZADAS NA PRESTAÇÃO DE ATENDIMENTO DOMICILIAR MULTIPROFISSIONAL, POR MEIO DE EQUIPE TÉCNICA A PACIENTES COM LIMITAÇÃO FUNCIONAL E SUAS DOENÇAS DE BASE CONTROLADAS E ESTABILIZADAS.",63148.004991/2020-05,Sim,Despesa,,Ativo,,,Credenciamento,765720,,"4.965.000,00","4.965.000,00","4.965.000,00","413.750,00",2023-07-27,2022-07-27
LEI 8.666 / 1993 - Artigo: 25,Serviços de Saúde,07,51,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2022-06-20,2021-08-27,2022-06-22,"{'cnpj_cpf_idgener': '32.778.820/0001-03', 'nome': 'ENF MED LIFE SAUDE DOMICILIAR LTDA', 'tipo': 'JURIDICA'}",183043,,,00008/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/183043/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/183043/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/183043/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/183043/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/183043/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/183043/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/183043/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/183043/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/183043/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/183043/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/183043/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/183043/terceirizados'}",Inexigibilidade,12,00019/2022,"CONTRATAÇÃO DE EMPRESAS,EM CARÁTER COMPLEMENTAR,ESPECIALIZADAS NA PRESTAÇÃO DE ATENDIMENTO DOMICILIAR MULTIPROFISSIONAL, POR MEIO DE EQUIPE TÉCNICA A PACIENTES COM LIMITAÇÃO FUNCIONAL E SUAS DOENÇAS DE BASE CONTROLADAS E ESTABILIZADAS.",63148.004991/2020-05,Sim,Despesa,,Ativo,,,Credenciamento,765720,,"4.965.000,00","4.965.000,00","4.965.000,00","413.750,00",2023-06-20,2022-06-20
LEI 8.666 / 1993 - Artigo: 25,Serviços de Saúde,07,51,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2022-04-20,2021-10-18,2022-04-26,"{'cnpj_cpf_idgener': '34.090.066/0001-31', 'nome': 'EMAD - EMPRESA BRASILEIRA DE ASSISTENCIA DOMICILIAR LTDA', 'tipo': 'JURIDICA'}",183044,,,00008/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/183044/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/183044/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/183044/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/183044/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/183044/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/183044/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/183044/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/183044/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/183044/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/183044/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/183044/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/183044/terceirizados'}",Inexigibilidade,12,00013/2022,"CONTRATAÇÃO DE EMPRESAS, EM CARÁTER COMPLEMENTAR, ESPECIALIZADAS NA PRESTAÇÃO DE ATENDIMENTO DOMICILIAR MULTIPROFISSIONAL, POR MEIO DE EQUIPE TÉCNICA A PACIENTES COM LIMITAÇÃO FUNCIONAL E SUAS DOENÇAS DE BASE CONTROLADAS E ESTABILIZADAS.",63148.004991/2020-05,Sim,Despesa,,Ativo,,,Credenciamento,765720,,"10.248.612,00","5.920.835,95","4.965.000,00","493.403,00",2024-04-20,2022-04-20
LEI 8.666 / 1993 - Artigo: 25,Serviços de Saúde,07,51,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2020-02-10,2019-09-23,2020-06-25,"{'cnpj_cpf_idgener': '39.185.509/0001-91', 'nome': 'CONLAB SERVICOS MEDICOS LTDA.', 'tipo': 'JURIDICA'}",183056,,,00008/2014,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/183056/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/183056/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/183056/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/183056/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/183056/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/183056/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/183056/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/183056/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/183056/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/183056/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/183056/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/183056/terceirizados'}",Inexigibilidade,12,00039/2020,PRESTAÇÃO DE SERVIÇO NA ESPECIALIDADE DE DIAGNÓSTICO POR IMAGEM EM ULTRASSONOGRAFIA GERAL E DOPPLER COLOR VASCULAR PARA ATENDER AOS USUÁRIOS DO SISTEMA DE SAÚDE DA MARINHA (SSM).,63148.001078/2014-09,Sim,Despesa,,Ativo,,,Credenciamento,765720,,"11.402.760,00","2.280.552,00","2.280.552,00","190.046,00",2025-02-10,2020-02-10
LEI 8.666 / 1993 - Artigo: 25,Serviços de Saúde,07,51,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2018-03-08,2017-11-28,2018-03-20,"{'cnpj_cpf_idgener': '09.657.205/0001-19', 'nome': 'NEUROFISIOLOGIA E DISTURBIO DO SONO LTDA', 'tipo': 'JURIDICA'}",183063,,,00006/2016,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/183063/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/183063/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/183063/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/183063/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/183063/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/183063/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/183063/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/183063/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/183063/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/183063/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/183063/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/183063/terceirizados'}",Inexigibilidade,12,00007/2018,REALIZAÇÃO DE CONSULTAS ESPECIALIZADAS EM NEUROLOGIA E PROCEDIMENTOS DIAGNÓSTICOS NA ÁREA DE NEUROFISIOLOGIA DO USUÁRIOS DO SISTEMA DE SAÚDE DA MARINHA.,63148.001152/2016-41,Sim,Despesa,,Ativo,,,Credenciamento,765720,,"6.273.113,16","1.392.570,98","1.399.114,78","116.047,58",2023-03-06,2018-03-08
LEI 8.666 / 1993 - Artigo: 25,Serviços de Saúde,07,51,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-02-04,2020-10-22,2021-02-09,"{'cnpj_cpf_idgener': '29.563.059/0001-70', 'nome': 'ZELAR ASSISTENCIA MULTIPROFISSIONAL EM HOME CARE LTDA', 'tipo': 'JURIDICA'}",183089,,,00008/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/183089/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/183089/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/183089/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/183089/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/183089/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/183089/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/183089/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/183089/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/183089/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/183089/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/183089/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/183089/terceirizados'}",Inexigibilidade,12,00097/2020,"PRESTAÇÃO DE ATENDIMENTO DOMICILIAR MULTIPROFISSIONAL, POR MEIO DE EQUIPE TÉCNICA A PACIENTES COM LIMITAÇÃO FUNCIONAL E SUAS DOENÇAS DE BASE CONTROLADAS E ESTABILIZADAS",63148.004991/2020-05,Sim,Despesa,,Ativo,,,Credenciamento,765720,,"14.974.653,00","5.920.835,95","4.965.000,00","493.403,00",2024-02-04,2021-02-04
LEI 8.666 / 1993 - Artigo: 25,Serviços de Saúde,07,51,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '765720', 'nome': 'HOSPITAL NAVAL MARCILIO DIAS', 'nome_resumido': 'HNMD', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2019-04-02,2019-01-31,2019-04-03,"{'cnpj_cpf_idgener': '215.477.548-93', 'nome': 'JULIANA ALMEIDA BARALDI', 'tipo': 'FISICA'}",183114,,,00019/2018,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/183114/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/183114/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/183114/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/183114/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/183114/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/183114/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/183114/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/183114/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/183114/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/183114/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/183114/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/183114/terceirizados'}",Inexigibilidade,12,00012/2019,"O presente Termo de Credenciamento tem por objeto o Chamamento público para a a contratação Profissional de Saúde Autônomo (PSA) e/ou Organização Civil de Saúde (OCS)  especializadas em CIRURGIA VASCULAR, com o objetivo de prestação do serviço de consultas médicas em pacientes portadores  de doença Vascular Venosa, Cirurgias em pacientes portadores de Doença Vascular  e Cirurgias para Confecção de Acessos para Hemodiálise (Confecção de Fístulas Arteriovenosas, com ou sem utilização de próteses),  visando o atendimento dos Usuários do Sistema de Saúde da Marinha (USSM), na área do Rio de Janeiro e Grande Rio. Valor Pago será o constante na tabela da classificação Hierarquizada de Procedimentos Médicos (CBHPM) 2016 com redutor de 15% do valor da tabela para cirurgiões e auxiliares e tabela plena para anestesistas.",63148.003820/2017-55,Sim,Despesa,,Ativo,,,Credenciamento,765720,,"2.394.511,20","478.902,20","478.902,20","39.908,52",2024-04-01,2019-04-02
